cohort,concept,source_type,variable_or_line,label_or_snippet,source_file,evidence_status
HRS,weight,stata_label,r10lbwgtr,r10lbwgtr:w10 r weight for lb psychosocial survey,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r11lbwgtr,r11lbwgtr:w11 r weight for lb psychosocial survey,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r12lbwgtr,r12lbwgtr:w12 r weight for lb psychosocial survey,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r13lbwgtr,r13lbwgtr:w13 r weight for lb psychosocial survey,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r14lbwgtr,r14lbwgtr:w14 r weight for lb psychosocial survey,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r15lbwgtr,r15lbwgtr:w15 r weight for lb psychosocial survey,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r7nwtresp,"r7nwtresp:w7 r person-level weight, physical measures sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r8nwtresp,"r8nwtresp:w8 r person-level weight, physical measures sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r9nwtresp,"r9nwtresp:w9 r person-level weight, physical measures sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r10nwtresp,"r10nwtresp:w10 r person-level weight, physical measures sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r11nwtresp,"r11nwtresp:w11 r person-level weight, physical measures sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r12nwtresp,"r12nwtresp:w12 r person-level weight, physical measures sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r13nwtresp,"r13nwtresp:w13 r person-level weight, physical measures sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r14nwtresp,"r14nwtresp:w14 r person-level weight, physical measures sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s7nwtresp,"s7nwtresp:w7 s person-level weight, physical measures sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s8nwtresp,"s8nwtresp:w8 s person-level weight, physical measures sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s9nwtresp,"s9nwtresp:w9 s person-level weight, physical measures sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s10nwtresp,"s10nwtresp:w10 s person-level weight, physical measures sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s11nwtresp,"s11nwtresp:w11 s person-level weight, physical measures sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s12nwtresp,"s12nwtresp:w12 s person-level weight, physical measures sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s13nwtresp,"s13nwtresp:w13 s person-level weight, physical measures sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s14nwtresp,"s14nwtresp:w14 s person-level weight, physical measures sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r7scwtresp,"r7scwtresp:w7 r person-level weight, psychosocial sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r8scwtresp,"r8scwtresp:w8 r person-level weight, leave behind sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r9scwtresp,"r9scwtresp:w9 r person-level weight, psychosocial sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r10scwtresp,"r10scwtresp:w10 r person-level weight, leave behind sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r11scwtresp,"r11scwtresp:w11 r person-level weight, leave behind sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r12scwtresp,"r12scwtresp:w12 r person-level weight, leave behind sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r13scwtresp,"r13scwtresp:w13 r person-level weight, leave behind sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r14scwtresp,"r14scwtresp:w14 r person-level weight, leave behind sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r15scwtresp,"r15scwtresp:w15 r person-level weight, leave behind sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s7scwtresp,"s7scwtresp:w7 s person-level weight, psychosocial sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s8scwtresp,"s8scwtresp:w8 s person-level weight, leave behind sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s9scwtresp,"s9scwtresp:w9 s person-level weight, psychosocial sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s10scwtresp,"s10scwtresp:w10 s person-level weight, leave behind sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s11scwtresp,"s11scwtresp:w11 s person-level weight, leave behind sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s12scwtresp,"s12scwtresp:w12 s person-level weight, leave behind sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s13scwtresp,"s13scwtresp:w13 s person-level weight, leave behind sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s14scwtresp,"s14scwtresp:w14 s person-level weight, leave behind sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s15scwtresp,"s15scwtresp:w15 s person-level weight, leave behind sample",/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r7mweight,r7mweight:w7 r weight measurement in kilograms,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r8mweight,r8mweight:w8 r weight measurement in kilograms,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r9mweight,r9mweight:w9 r weight measurement in kilograms,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r10mweight,r10mweight:w10 r weight measurement in kilograms,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r11mweight,r11mweight:w11 r weight measurement in kilograms,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r12mweight,r12mweight:w12 r weight measurement in kilograms,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r13mweight,r13mweight:w13 r weight measurement in kilograms,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r14mweight,r14mweight:w14 r weight measurement in kilograms,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s7mweight,s7mweight:w7 s weight measurement in kilograms,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s8mweight,s8mweight:w8 s weight measurement in kilograms,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s9mweight,s9mweight:w9 s weight measurement in kilograms,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s10mweight,s10mweight:w10 s weight measurement in kilograms,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s11mweight,s11mweight:w11 s weight measurement in kilograms,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s12mweight,s12mweight:w12 s weight measurement in kilograms,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s13mweight,s13mweight:w13 s weight measurement in kilograms,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s14mweight,s14mweight:w14 s weight measurement in kilograms,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r7wtcomp,r7wtcomp:w7 r willing and able to complete weight measurement ,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r8wtcomp,r8wtcomp:w8 r willing and able to complete weight measurement ,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r9wtcomp,r9wtcomp:w9 r willing and able to complete weight measurement ,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r10wtcomp,r10wtcomp:w10 r willing and able to complete weight measurement ,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r11wtcomp,r11wtcomp:w11 r willing and able to complete weight measurement ,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r12wtcomp,r12wtcomp:w12 r willing and able to complete weight measurement ,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r13wtcomp,r13wtcomp:w13 r willing and able to complete weight measurement ,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r14wtcomp,r14wtcomp:w14 r willing and able to complete weight measurement ,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s7wtcomp,s7wtcomp:w7 s willing and able to complete weight measurement ,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s8wtcomp,s8wtcomp:w8 s willing and able to complete weight measurement ,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s9wtcomp,s9wtcomp:w9 s willing and able to complete weight measurement ,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s10wtcomp,s10wtcomp:w10 s willing and able to complete weight measurement ,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s11wtcomp,s11wtcomp:w11 s willing and able to complete weight measurement ,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s12wtcomp,s12wtcomp:w12 s willing and able to complete weight measurement ,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s13wtcomp,s13wtcomp:w13 s willing and able to complete weight measurement ,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s14wtcomp,s14wtcomp:w14 s willing and able to complete weight measurement ,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r8wtcompl,r8wtcompl:w8 r compliance during weight measurement,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r9wtcompl,r9wtcompl:w9 r compliance during weight measurement,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r10wtcompl,r10wtcompl:w10 r compliance during weight measurement,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r11wtcompl,r11wtcompl:w11 r compliance during weight measurement,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s8wtcompl,s8wtcompl:w8 s compliance during weight measurement,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s9wtcompl,s9wtcompl:w9 s compliance during weight measurement,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s10wtcompl,s10wtcompl:w10 s compliance during weight measurement,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s11wtcompl,s11wtcompl:w11 s compliance during weight measurement,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r7wtflr,r7wtflr:w7 floor surface r's weight measurement,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r8wtflr,r8wtflr:w8 floor surface r's weight measurement,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r9wtflr,r9wtflr:w9 floor surface r's weight measurement,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r10wtflr,r10wtflr:w10 floor surface r's weight measurement,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r11wtflr,r11wtflr:w11 floor surface r's weight measurement,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r12wtflr,r12wtflr:w12 floor surface r's weight measurement,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r13wtflr,r13wtflr:w13 floor surface r's weight measurement,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r14wtflr,r14wtflr:w14 floor surface r's weight measurement,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s7wtflr,s7wtflr:w7 floor surface s's weight measurement,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s8wtflr,s8wtflr:w8 floor surface s's weight measurement,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s9wtflr,s9wtflr:w9 floor surface s's weight measurement,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s10wtflr,s10wtflr:w10 floor surface s's weight measurement,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s11wtflr,s11wtflr:w11 floor surface s's weight measurement,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s12wtflr,s12wtflr:w12 floor surface s's weight measurement,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s13wtflr,s13wtflr:w13 floor surface s's weight measurement,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s14wtflr,s14wtflr:w14 floor surface s's weight measurement,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r7shoew,r7shoew:w7 r if wearing shoes (weight),/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r8shoew,r8shoew:w8 r if wearing shoes (weight),/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r9shoew,r9shoew:w9 r if wearing shoes (weight),/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r10shoew,r10shoew:w10 r if wearing shoes (weight),/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r11shoew,r11shoew:w11 r if wearing shoes (weight),/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r12shoew,r12shoew:w12 r if wearing shoes (weight),/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r13shoew,r13shoew:w13 r if wearing shoes (weight),/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r14shoew,r14shoew:w14 r if wearing shoes (weight),/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s7shoew,s7shoew:w7 s if wearing shoes (weight),/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s8shoew,s8shoew:w8 s if wearing shoes (weight),/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s9shoew,s9shoew:w9 s if wearing shoes (weight),/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s10shoew,s10shoew:w10 s if wearing shoes (weight),/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s11shoew,s11shoew:w11 s if wearing shoes (weight),/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s12shoew,s12shoew:w12 s if wearing shoes (weight),/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s13shoew,s13shoew:w13 s if wearing shoes (weight),/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s14shoew,s14shoew:w14 s if wearing shoes (weight),/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r7wghtsft,r7wghtsft:w7 r didn't complete weight: unsafe/health reason,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r8wghtsft,r8wghtsft:w8 r didn't complete weight: unsafe/health reason,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r9wghtsft,r9wghtsft:w9 r didn't complete weight: unsafe/health reason,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r10wghtsft,r10wghtsft:w10 r didn't complete weight: unsafe/health reason,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r11wghtsft,r11wghtsft:w11 r didn't complete weight: unsafe/health reason,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r12wghtsft,r12wghtsft:w12 r didn't complete weight: unsafe/health reason,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r13wghtsft,r13wghtsft:w13 r didn't complete weight: unsafe/health reason,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r14wghtsft,r14wghtsft:w14 r didn't complete weight: unsafe/health reason,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s7wghtsft,s7wghtsft:w7 s didn't complete weight: unsafe/health reason,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s8wghtsft,s8wghtsft:w8 s didn't complete weight: unsafe/health reason,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s9wghtsft,s9wghtsft:w9 s didn't complete weight: unsafe/health reason,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s10wghtsft,s10wghtsft:w10 s didn't complete weight: unsafe/health reason,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s11wghtsft,s11wghtsft:w11 s didn't complete weight: unsafe/health reason,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s12wghtsft,s12wghtsft:w12 s didn't complete weight: unsafe/health reason,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s13wghtsft,s13wghtsft:w13 s didn't complete weight: unsafe/health reason,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,s14wghtsft,s14wghtsft:w14 s didn't complete weight: unsafe/health reason,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
HRS,weight,stata_label,r7wghtref,r7wghtref:w7 r didn't complete weight: refused,/mnt/e/Database/七大老年健康数据库数据/3. HRS  美国/HRS_美国/Temp_data/HRS.dta,metadata mention; manual mapping required
